direction,year,month,day,class,class_count
QB,23,3,29,7,90
QB,23,8,26,6,266
QB,23,11,9,9,1595
QB,23,9,8,6,731
QB,23,7,24,1,121
QB,23,4,13,14,419
QB,23,11,13,14,27
QB,23,9,22,7,43
QB,23,11,19,7,23
QB,23,1,27,8,270
QB,23,10,8,6,86
QB,23,2,22,7,64
QB,23,2,24,4,180
QB,23,10,29,9,184
QB,23,9,7,7,60
QB,23,5,17,7,73
QB,23,4,27,12,41
QB,23,8,26,14,17
QB,23,4,2,8,78
QB,23,10,26,11,39
QB,23,5,27,2,38691
QB,23,7,3,6,580
QB,23,4,5,9,1614
QB,23,5,8,9,1654
QB,23,6,11,3,4461
QB,23,10,13,6,633
QB,23,6,26,6,701
QB,23,9,26,6,626
QB,23,5,1,11,36
QB,23,2,13,14,16
QB,23,8,4,11,42
QB,23,10,22,1,46
QB,23,3,27,1,46
QB,23,12,31,6,66
QB,23,1,4,12,36
QB,23,2,4,10,2
QB,23,9,6,1,101
QB,23,12,7,5,3430
QB,23,8,8,3,5905
QB,23,6,6,3,6668
QB,23,6,12,3,6932
QB,23,2,1,4,260
QB,23,5,18,12,94
QB,23,3,7,10,127
QB,23,8,4,4,345
QB,23,10,9,10,18
QB,23,11,6,1,80
QB,23,1,23,7,61
QB,23,11,22,1,60
QB,23,3,7,7,91
QB,23,6,7,7,76
QB,23,5,6,11,33
QB,23,8,20,11,10
QB,23,5,15,1,47
QB,23,1,6,12,23
QB,23,7,12,10,25
QB,23,12,19,1,48
QB,23,1,25,2,18303
QB,23,12,12,3,6370
QB,23,11,29,5,3396
QB,23,1,2,6,241
QB,23,3,21,6,747
QB,23,8,6,1,97
QB,23,3,8,1,64
QB,23,3,12,6,89
QB,23,3,31,1,61
QB,23,1,21,8,184
QB,23,8,28,7,61
QB,23,6,30,10,33
QB,23,2,2,3,6817
QB,23,6,24,3,4746
QB,23,8,4,9,1579
QB,23,12,21,5,3362
QB,23,4,22,5,1731
QB,23,2,19,5,925
QB,23,4,5,14,220
QB,23,2,19,9,398
QB,23,6,2,4,267
QB,23,4,26,7,94
QB,23,12,20,7,50
QB,23,2,19,6,92
QB,23,6,19,12,47
QB,23,12,22,10,11
QB,23,9,13,10,13
QB,23,4,8,1,56
QB,23,9,27,1,103
QB,23,8,25,10,38
QB,23,1,28,14,10
QB,23,9,11,9,1526
QB,23,2,4,2,36072
QB,23,8,10,5,3443
QB,23,9,12,5,3374
QB,23,7,26,12,76
QB,23,3,24,8,249
QB,23,2,10,6,747
QB,23,8,1,1,131
QB,23,12,26,4,176
QB,23,3,19,4,313
QB,23,12,18,8,178
QB,23,10,23,14,125
QB,23,6,12,4,256
QB,23,9,13,7,45
QB,23,6,19,10,37
QB,23,9,17,7,20
QB,23,5,17,2,22036
QB,23,10,8,3,2891
QB,23,7,10,5,3343
QB,23,5,24,3,7032
QB,23,7,2,3,3859
QB,23,11,17,5,3238
QB,23,7,30,3,4518
QB,23,6,8,8,299
QB,23,10,13,4,366
QB,23,8,22,1,123
QB,23,10,2,7,47
QB,23,3,15,14,165
QB,23,10,16,1,81
QB,23,11,5,4,223
QB,23,10,20,7,47
QB,23,5,5,11,48
QB,23,7,10,11,27
QB,23,11,14,11,38
QB,23,7,4,14,20
QB,23,11,27,14,15
QB,23,1,18,10,71
QB,23,1,6,11,10
QB,23,11,30,10,22
QB,23,11,1,7,49
QB,23,2,19,3,3829
QB,23,11,16,2,31888
QB,23,10,23,2,11193
QB,23,12,5,1,66
QB,23,2,4,12,11
QB,23,1,24,9,1661
QB,23,6,6,5,3454
QB,23,11,3,10,58
QB,23,8,11,4,295
QB,23,5,3,4,263
QB,23,3,23,4,233
QB,23,3,7,6,741
QB,23,1,19,14,44
QB,23,6,10,10,19
QB,23,9,8,10,37
QB,23,3,11,1,33
QB,23,5,26,11,62
QB,23,9,15,10,17
QB,23,12,21,14,46
QB,23,12,27,12,26
QB,23,9,17,6,74
QB,23,11,29,11,40
QB,23,8,21,12,36
QB,23,4,16,7,15
QB,23,4,30,7,21
QB,23,1,3,2,31379
QB,23,4,8,2,39048
QB,23,6,2,2,33761
QB,23,7,26,5,3300
QB,23,12,5,9,1723
QB,23,9,1,5,3182
QB,23,3,14,6,697
QB,23,1,26,5,1917
QB,23,12,10,3,4011
QB,23,3,27,9,1631
QB,23,6,4,5,1038
QB,23,2,4,9,604
QB,23,10,13,11,40
QB,23,11,23,5,948
QB,23,2,8,4,228
QB,23,4,20,8,308
QB,23,1,19,8,314
QB,23,5,6,6,287
QB,23,10,4,8,286
QB,23,3,24,7,95
QB,23,7,15,12,51
QB,23,5,6,14,28
QB,23,2,20,10,40
QB,23,2,25,11,12
QB,23,2,26,11,8
QB,23,3,19,11,8
QB,23,3,8,2,31254
QB,23,5,5,2,32197
QB,23,1,2,5,1558
QB,23,7,28,3,6219
QB,23,3,21,5,2997
QB,23,4,15,1,86
QB,23,4,27,11,40
QB,23,2,12,7,17
QB,23,1,28,9,639
QB,23,5,6,9,732
QB,23,2,21,12,37
QB,23,5,13,8,112
QB,23,9,10,14,18
QB,23,8,11,12,72
QB,23,3,17,14,21
QB,23,2,1,13,23
QB,23,2,25,10,16
QB,23,12,21,2,31677
QB,23,5,21,2,41107
QB,23,7,13,2,30941
QB,23,3,21,9,1526
QB,23,11,15,2,31820
QB,23,12,20,8,273
QB,23,3,9,3,6941
QB,23,6,5,6,793
QB,23,4,21,4,262
QB,23,11,29,6,721
QB,23,8,19,8,144
QB,23,3,8,6,740
QB,23,2,9,14,119
QB,23,3,10,11,41
QB,23,6,4,1,93
QB,23,11,24,11,11
QB,23,8,17,4,224
QB,23,4,13,12,75
QB,23,10,22,6,76
QB,23,12,6,12,60
QB,23,8,11,10,35
QB,23,4,6,11,52
QB,23,3,29,11,63
QB,23,6,8,14,27
QB,23,4,12,2,31736
QB,23,6,12,5,3398
QB,23,3,8,3,6621
QB,23,7,25,4,252
QB,23,9,10,3,3481
QB,23,10,26,3,5309
QB,23,7,9,5,975
QB,23,8,27,1,100
QB,23,9,20,6,639
QB,23,10,12,6,593
QB,23,9,4,8,70
QB,23,6,3,1,97
QB,23,3,18,12,31
QB,23,2,6,8,231
QB,23,8,16,12,82
QB,23,7,31,1,123
QB,23,12,2,11,19
QB,23,2,25,1,15
QB,23,7,9,2,37886
QB,23,5,11,3,6693
QB,23,1,26,2,13991
QB,23,9,27,3,5095
QB,23,5,31,3,7084
QB,23,7,13,3,6681
QB,23,12,6,5,3336
QB,23,11,13,5,3365
QB,23,12,10,6,79
QB,23,11,21,7,68
QB,23,2,12,8,69
QB,23,1,27,7,69
QB,23,10,23,6,529
QB,23,8,11,14,148
QB,23,9,9,14,27
QB,23,10,10,7,46
QB,23,7,12,4,391
QB,23,5,21,6,83
QB,23,12,2,1,67
QB,23,6,23,4,259
QB,23,7,15,4,230
QB,23,12,25,14,6
QB,23,5,20,11,32
QB,23,5,15,6,545
QB,23,9,22,3,4970
QB,23,7,21,3,5924
QB,23,11,27,6,677
QB,23,2,13,10,104
QB,23,4,27,4,296
QB,23,3,28,6,798
QB,23,1,5,9,1627
QB,23,6,6,11,52
QB,23,1,23,6,681
QB,23,4,27,14,81
QB,23,7,10,8,231
QB,23,1,5,8,314
QB,23,6,20,7,94
QB,23,2,22,4,219
QB,23,8,4,14,183
QB,23,6,22,11,51
QB,23,2,10,1,85
QB,23,9,12,7,63
QB,23,5,27,12,63
QB,23,10,19,11,29
QB,23,8,18,10,38
QB,23,2,26,14,9
QB,23,1,28,10,9
QB,23,1,6,1,6
QB,23,9,29,3,3502
QB,23,4,27,2,30524
QB,23,6,15,2,33808
QB,23,11,29,14,21
QB,23,7,18,4,277
QB,23,12,1,6,646
QB,23,11,11,4,178
QB,23,2,14,8,299
QB,23,1,12,10,99
QB,23,4,22,4,217
QB,23,11,6,14,68
QB,23,9,12,10,16
QB,23,7,20,7,91
QB,23,12,7,14,82
QB,23,1,23,11,36
QB,23,10,7,11,24
QB,23,5,16,1,49
QB,23,6,22,1,58
QB,23,8,27,12,24
QB,23,8,8,2,30057
QB,23,7,11,2,32051
QB,23,4,26,6,745
QB,23,11,26,2,36695
QB,23,7,31,9,1699
QB,23,6,13,7,96
QB,23,4,7,3,5388
QB,23,1,5,5,3331
QB,23,11,14,6,755
QB,23,1,11,12,57
QB,23,3,20,7,91
QB,23,1,1,11,8
QB,23,1,20,12,75
QB,23,10,11,4,455
QB,23,4,22,7,40
QB,23,10,10,14,167
QB,23,2,15,12,60
QB,23,6,14,12,90
QB,23,9,11,12,37
QB,23,8,2,12,46
QB,23,1,2,8,103
QB,23,10,8,8,104
QB,23,8,28,1,100
QB,23,1,3,10,31
QB,23,1,19,12,60
QB,23,6,26,2,33643
QB,23,5,13,2,18635
QB,23,5,31,5,3505
QB,23,3,15,9,1478
QB,23,9,16,9,618
QB,23,7,12,9,1648
QB,23,8,12,6,278
QB,23,4,27,6,754
QB,23,8,9,4,246
QB,23,11,19,4,166
QB,23,5,7,4,189
QB,23,1,18,8,287
QB,23,1,24,7,78
QB,23,9,30,14,24
QB,23,4,27,1,91
QB,23,5,1,12,46
QB,23,12,28,10,15
QB,23,4,16,12,29
QB,23,7,1,12,27
QB,23,3,18,11,35
QB,23,1,16,2,33889
QB,23,6,17,5,1766
QB,23,4,27,9,1488
QB,23,9,2,3,3827
QB,23,6,27,9,1741
QB,23,2,23,2,13919
QB,23,8,31,14,287
QB,23,2,2,6,839
QB,23,3,12,1,30
QB,23,9,23,4,219
QB,23,6,8,5,3448
QB,23,3,22,6,777
QB,23,12,15,8,265
QB,23,5,12,7,98
QB,23,1,16,11,36
QB,23,11,10,4,245
QB,23,11,1,12,62
QB,23,12,25,1,28
QB,23,10,31,14,13
QB,23,6,26,7,84
QB,23,5,15,11,25
QB,23,3,12,7,15
QB,23,4,5,13,1
QB,23,8,25,2,27704
QB,23,9,12,3,5322
QB,23,12,27,2,33128
QB,23,5,19,3,6390
QB,23,4,13,2,27505
QB,23,12,19,3,6462
QB,23,11,23,3,3711
QB,23,9,1,9,1435
QB,23,6,12,6,714
QB,23,7,6,9,1730
QB,23,10,2,1,100
QB,23,3,26,8,63
QB,23,2,13,4,193
QB,23,11,23,7,20
QB,23,8,16,10,51
QB,23,4,30,3,3973
QB,23,10,18,14,405
QB,23,7,20,9,1743
QB,23,8,16,8,283
QB,23,8,3,3,6225
QB,23,8,26,5,1719
QB,23,7,3,5,2985
QB,23,9,25,5,2703
QB,23,6,13,5,3700
QB,23,8,1,8,318
QB,23,8,10,10,48
QB,23,9,1,8,252
QB,23,12,29,6,642
QB,23,9,15,12,43
QB,23,2,17,11,41
QB,23,4,29,7,26
QB,23,10,15,6,21
QB,23,12,6,2,32021
QB,23,7,25,2,29046
QB,23,7,13,6,803
QB,23,9,8,9,1677
QB,23,1,23,9,1360
QB,23,10,28,9,655
QB,23,6,16,6,723
QB,23,12,18,9,1167
QB,23,1,16,8,195
QB,23,2,16,4,243
QB,23,9,7,12,74
QB,23,7,30,9,394
QB,23,2,10,11,41
QB,23,2,23,7,53
QB,23,12,17,8,91
QB,23,5,3,11,55
QB,23,7,11,1,143
QB,23,5,11,12,91
QB,23,10,23,7,37
QB,23,7,19,7,112
QB,23,4,25,11,35
QB,23,1,24,14,53
QB,23,8,27,14,15
QB,23,4,14,3,6319
QB,23,6,13,2,33556
QB,23,8,7,3,5852
QB,23,4,18,5,3488
QB,23,12,22,2,34707
QB,23,2,23,3,3368
QB,23,3,18,3,4787
QB,23,9,18,5,3160
QB,23,11,1,6,717
QB,23,2,15,3,6627
QB,23,10,2,5,3465
QB,23,2,25,3,2329
QB,23,2,2,5,3402
QB,23,10,4,9,1554
QB,23,9,21,4,254
QB,23,1,14,9,704
QB,23,10,16,7,58
QB,23,7,3,1,68
QB,23,1,17,12,51
QB,23,9,11,7,64
QB,23,4,23,7,22
QB,23,8,22,2,29139
QB,23,11,16,5,3415
QB,23,2,4,5,1385
QB,23,8,5,5,1912
QB,23,1,4,3,6859
QB,23,12,8,6,681
QB,23,2,9,9,1650
QB,23,3,21,1,135
QB,23,9,2,14,55
QB,23,1,18,13,17
QB,23,7,26,10,38
QB,23,12,24,4,127
QB,23,3,28,1,59
QB,23,2,21,7,74
QB,23,10,30,1,52
QB,23,6,10,1,116
QB,23,3,19,12,34
QB,23,1,13,14,38
QB,23,12,11,2,33033
QB,23,8,20,2,34858
QB,23,1,11,2,19314
QB,23,1,18,3,6905
QB,23,10,11,2,21131
QB,23,6,27,5,3478
QB,23,4,13,8,281
QB,23,8,14,8,226
QB,23,3,28,4,254
QB,23,11,22,8,261
QB,23,4,8,12,39
QB,23,6,16,12,91
QB,23,1,13,11,43
QB,23,8,4,12,72
QB,23,11,25,6,226
QB,23,8,6,12,40
QB,23,10,21,1,43
QB,23,2,23,1,19
QB,23,5,21,11,14
QB,23,6,19,14,23
QB,23,12,27,11,30
QB,23,2,19,1,28
QB,23,11,3,14,51
QB,23,11,13,10,25
QB,23,1,30,11,28
QB,23,3,27,11,24
QB,23,9,6,12,41
QB,23,7,19,2,32750
QB,23,10,26,2,23872
QB,23,8,15,6,800
QB,23,10,7,5,1715
QB,23,12,13,5,3405
QB,23,2,17,8,262
QB,23,4,10,6,681
QB,23,1,19,4,212
QB,23,9,17,9,428
QB,23,5,16,14,53
QB,23,4,19,12,73
QB,23,8,27,8,81
QB,23,5,27,6,231
QB,23,4,17,10,32
QB,23,5,20,6,306
QB,23,2,11,8,144
QB,23,3,20,4,224
QB,23,3,15,12,17
QB,23,10,6,11,30
QB,23,12,29,14,17
QB,23,1,15,12,19
QB,23,10,29,2,18264
QB,23,5,14,2,18636
QB,23,12,9,2,44783
QB,23,7,4,2,36474
QB,23,10,28,3,4336
QB,23,2,8,9,1621
QB,23,12,7,4,278
QB,23,9,27,5,3545
QB,23,8,17,14,36
QB,23,8,8,6,810
QB,23,5,7,5,978
QB,23,12,9,6,254
QB,23,1,3,11,26
QB,23,6,5,7,62
QB,23,11,9,8,284
QB,23,11,28,8,269
QB,23,11,30,8,237
QB,23,6,16,1,133
QB,23,7,29,7,44
QB,23,9,16,1,221
QB,23,5,31,7,111
QB,23,6,18,11,11
QB,23,3,26,6,86
QB,23,3,29,10,85
QB,23,4,7,4,200
QB,23,6,18,12,34
QB,23,4,21,12,80
QB,23,12,12,1,63
QB,23,2,21,14,50
QB,23,12,19,10,12
QB,23,12,17,2,37483
QB,23,3,10,2,32458
QB,23,5,11,9,1793
QB,23,2,26,3,2245
QB,23,2,22,3,6490
QB,23,10,13,3,4902
QB,23,11,20,5,3445
QB,23,11,16,3,6564
QB,23,9,22,6,603
QB,23,3,24,10,34
QB,23,12,5,8,290
QB,23,12,15,1,98
QB,23,3,15,8,269
QB,23,9,4,9,511
QB,23,10,27,4,224
QB,23,3,15,4,332
QB,23,12,20,11,41
QB,23,10,21,4,154
QB,23,6,22,12,78
QB,23,7,18,12,80
QB,23,5,29,11,21
QB,23,6,16,13,4
QB,23,11,24,14,10
QB,23,9,19,13,3
QB,23,12,18,11,20
QB,23,3,31,14,20
QB,23,11,19,10,2
QB,23,10,20,10,14
QB,23,8,12,11,22
QB,23,11,8,10,29
QB,23,8,10,13,1
QB,23,11,12,11,14
QB,23,2,11,7,28
QB,23,6,18,7,19
QB,23,4,23,10,4
QB,23,12,25,12,11
QB,23,11,29,10,14
QB,23,1,2,14,10
QB,23,5,13,14,9
QB,23,10,1,14,17
QB,23,2,12,14,9
QB,23,3,30,13,3
QB,23,10,7,10,5
QB,23,2,4,11,7
QB,23,4,16,14,14
QB,23,12,14,10,18
QB,23,10,10,10,20
QB,23,4,27,13,4
QB,23,8,2,10,21
QB,23,7,28,13,1
QB,23,8,23,10,12
QB,23,2,12,10,7
QB,23,1,4,13,7
QB,23,10,16,13,3
QB,23,11,20,13,1
QB,23,1,21,1,26
QB,23,9,13,13,1
QB,23,5,29,10,5
QB,23,3,25,14,12
QB,23,11,10,13,2
QB,23,5,20,10,4
QB,23,2,21,13,1
QB,23,3,26,10,5
QB,23,4,20,13,1
QB,23,4,29,10,4
QB,23,4,17,13,1
QB,23,8,14,13,1
QB,23,8,6,10,1
QB,23,7,7,13,1
QB,23,1,15,10,1
QB,23,11,27,13,1
QB,23,5,15,13,1
QB,23,8,2,13,2
QB,23,12,11,13,2
QB,23,12,18,13,1
QB,23,5,10,13,1
QB,23,5,8,13,1
QB,23,2,23,13,1
QB,23,10,10,13,1
QB,22,1,10,2,33951
QB,22,7,28,2,33993
QB,22,7,1,5,1848
QB,22,1,24,5,1710
QB,22,5,25,5,1970
QB,22,7,12,8,547
QB,22,12,22,3,6397
QB,22,8,9,9,1727
QB,22,8,16,5,1934
QB,22,1,23,3,2730
QB,22,4,7,4,511
QB,22,4,10,9,406
QB,22,5,6,8,460
QB,22,7,22,10,61
QB,22,1,23,6,156
QB,22,2,23,10,185
QB,22,12,23,8,191
QB,22,8,14,8,150
QB,22,1,5,7,57
QB,22,4,4,11,41
QB,22,1,26,1,76
QB,22,5,9,10,66
QB,22,3,14,2,36552
QB,22,7,16,3,4489
QB,22,9,17,5,935
QB,22,5,23,4,319
QB,22,9,12,9,3330
QB,22,2,4,6,723
QB,22,9,5,8,174
QB,22,7,20,11,75
QB,22,3,9,4,311
QB,22,4,6,10,89
QB,22,7,26,13,17
QB,22,6,25,10,25
QB,22,7,26,10,69
QB,22,4,16,3,3894
QB,22,4,16,8,226
QB,22,3,9,9,1598
QB,22,8,12,3,5987
QB,22,7,5,8,387
QB,22,7,7,10,85
QB,22,1,25,4,292
QB,22,7,6,4,261
QB,22,9,27,1,63
QB,22,2,5,11,7
QB,22,7,27,13,12
QB,22,6,26,2,43551
QB,22,6,25,2,41898
QB,22,5,5,3,6383
QB,22,4,1,5,1739
QB,22,9,16,4,309
QB,22,5,10,5,1886
QB,22,2,11,10,206
QB,22,6,28,9,1792
QB,22,4,1,9,1468
QB,22,5,22,4,238
QB,22,3,3,7,133
QB,22,2,17,7,102
QB,22,7,11,7,38
QB,22,2,18,11,25
QB,22,7,14,3,6749
QB,22,5,27,9,1624
QB,22,4,8,6,834
QB,22,4,18,3,6131
QB,22,5,31,2,36919
QB,22,1,20,2,33998
QB,22,12,29,8,293
QB,22,7,28,9,1519
QB,22,8,17,3,6594
QB,22,8,3,13,5
QB,22,9,26,5,1551
QB,22,5,20,5,1829
QB,22,8,31,10,96
QB,22,3,27,5,623
QB,22,1,13,8,519
QB,22,2,14,1,74
QB,22,6,25,1,55
QB,22,9,23,1,73
QB,22,12,19,10,29
QB,22,8,25,11,64
QB,22,5,23,13,5
QB,22,5,16,3,6667
QB,22,4,7,5,1809
QB,22,7,27,8,526
QB,22,6,24,6,847
QB,22,8,23,9,1599
QB,22,2,9,6,847
QB,22,9,17,10,45
