direction,year,month,day,class,class_count
SIB,20,2,25,7,248
SIB,20,12,3,3,8159
SIB,20,2,10,3,7965
SIB,20,7,21,9,806
SIB,20,8,14,9,1252
SIB,20,1,4,10,28
SIB,20,2,22,9,552
SIB,20,11,28,1,396
SIB,20,7,30,9,1244
SIB,20,3,5,1,984
SIB,20,3,6,8,472
SIB,20,7,22,9,696
SIB,20,1,25,10,38
SIB,20,10,13,9,316
SIB,20,6,12,8,511
SIB,20,8,6,6,1043
SIB,20,2,9,9,252
SIB,20,7,21,10,349
SIB,20,5,8,4,150
SIB,20,8,15,4,123
SIB,20,10,19,11,38
SIB,20,5,22,4,151
SIB,20,9,19,2,53903
SIB,20,11,23,2,27592
SIB,20,7,4,3,2701
SIB,20,7,24,3,7446
SIB,20,11,5,4,281
SIB,20,2,15,3,5114
SIB,20,3,8,3,4005
SIB,20,5,1,1,426
SIB,20,8,28,9,962
SIB,20,4,4,8,200
SIB,20,9,8,9,1155
SIB,20,9,6,5,465
SIB,20,5,18,4,144
SIB,20,4,27,4,109
SIB,20,12,9,5,1545
SIB,20,6,26,10,215
SIB,20,11,2,7,157
SIB,20,2,15,11,26
SIB,20,5,15,7,243
SIB,20,3,4,8,530
SIB,20,4,19,6,66
SIB,20,5,9,10,147
SIB,20,6,29,13,61
SIB,20,3,19,7,84
SIB,20,2,24,3,8549
SIB,20,2,29,6,368
SIB,20,10,12,3,3532
SIB,20,8,26,2,49989
SIB,20,1,30,4,470
SIB,20,1,3,4,389
SIB,20,9,30,3,7318
SIB,20,8,10,4,246
SIB,20,3,10,6,988
SIB,20,8,7,1,585
SIB,20,2,2,7,38
SIB,20,7,25,4,105
SIB,20,11,21,10,40
SIB,20,11,19,11,68
SIB,20,7,15,13,87
SIB,20,12,17,6,64
SIB,20,12,13,1,33
SIB,20,6,28,4,88
SIB,20,6,1,12,9
SIB,20,6,20,2,51831
SIB,20,9,10,2,37992
SIB,20,6,14,3,3443
SIB,20,10,1,2,44466
SIB,20,2,19,3,8198
SIB,20,11,16,1,873
SIB,20,8,31,5,1982
SIB,20,5,23,4,49
SIB,20,9,10,4,326
SIB,20,6,19,10,307
SIB,20,1,20,1,701
SIB,20,2,29,9,539
SIB,20,5,12,5,1224
SIB,20,4,15,3,4186
SIB,20,9,11,7,185
SIB,20,5,18,1,233
SIB,20,5,8,6,732
SIB,20,7,18,9,511
SIB,20,12,5,6,77
SIB,20,2,17,6,665
SIB,20,12,16,8,357
SIB,20,11,7,4,247
SIB,20,2,15,10,11
SIB,20,1,2,10,94
SIB,20,10,13,10,98
SIB,20,8,30,11,23
SIB,20,7,9,2,38934
SIB,20,4,2,2,28627
SIB,20,10,8,3,7623
SIB,20,9,3,3,8070
SIB,20,5,5,3,6540
SIB,20,7,10,7,408
SIB,20,12,2,11,29
SIB,20,1,8,6,1046
SIB,20,1,24,4,429
SIB,20,2,11,6,1007
SIB,20,5,7,6,667
SIB,20,1,19,6,168
SIB,20,8,8,7,52
SIB,20,11,23,12,33
SIB,20,2,14,10,136
SIB,20,1,30,11,59
SIB,20,5,1,10,62
SIB,20,8,5,10,97
SIB,20,7,18,12,32
SIB,20,12,22,2,41124
SIB,20,7,14,2,36730
SIB,20,8,15,2,56430
SIB,20,9,3,2,46210
SIB,20,6,9,1,531
SIB,20,6,15,5,1765
SIB,20,1,7,6,1048
SIB,20,12,16,5,1557
SIB,20,3,12,3,8484
SIB,20,7,6,1,1130
SIB,20,1,7,5,2032
SIB,20,6,4,8,563
SIB,20,10,19,8,435
SIB,20,11,8,9,285
SIB,20,10,22,9,515
SIB,20,10,21,5,853
SIB,20,11,22,6,149
SIB,20,11,27,13,10
SIB,20,2,19,12,18
SIB,20,8,16,6,230
SIB,20,7,8,7,528
SIB,20,10,12,8,55
SIB,20,8,9,7,65
SIB,20,2,8,2,59826
SIB,20,6,26,2,46484
SIB,20,12,22,3,4435
SIB,20,7,16,3,8230
SIB,20,7,28,9,976
SIB,20,8,23,9,284
SIB,20,11,16,9,1024
SIB,20,11,13,5,419
SIB,20,12,26,1,23
SIB,20,6,8,9,1074
SIB,20,4,5,9,173
SIB,20,2,3,8,397
SIB,20,12,21,5,423
SIB,20,3,8,6,138
SIB,20,7,14,4,266
SIB,20,5,4,6,731
SIB,20,5,31,10,169
SIB,20,5,27,10,331
SIB,20,1,20,4,390
SIB,20,12,1,13,135
SIB,20,11,16,11,53
SIB,20,5,29,4,135
SIB,20,2,25,2,45433
SIB,20,1,19,2,55166
SIB,20,9,6,2,55655
SIB,20,11,25,1,1232
SIB,20,6,7,7,50
SIB,20,7,8,9,989
SIB,20,12,18,5,313
SIB,20,1,28,6,1100
SIB,20,5,21,1,390
SIB,20,6,11,10,554
SIB,20,7,6,10,302
SIB,20,5,20,10,341
SIB,20,5,29,10,329
SIB,20,1,4,1,280
SIB,20,3,2,11,56
SIB,20,6,25,7,254
SIB,20,3,4,5,1943
SIB,20,3,17,5,1717
SIB,20,7,15,6,1122
SIB,20,8,19,9,943
SIB,20,11,17,6,1187
SIB,20,7,20,7,489
SIB,20,2,25,8,568
SIB,20,10,5,3,7173
SIB,20,1,27,5,1844
SIB,20,8,11,9,1234
SIB,20,3,23,5,1343
SIB,20,10,23,5,1101
SIB,20,5,27,1,654
SIB,20,1,2,9,1193
SIB,20,6,15,4,181
SIB,20,9,24,13,50
SIB,20,8,19,10,103
SIB,20,4,28,11,73
SIB,20,12,20,6,48
SIB,20,2,28,2,48553
SIB,20,12,20,2,42404
SIB,20,3,21,3,3433
SIB,20,2,22,2,60312
SIB,20,7,8,5,1619
SIB,20,11,5,8,487
SIB,20,7,30,5,1863
SIB,20,5,24,5,262
SIB,20,10,8,7,258
SIB,20,1,6,8,479
SIB,20,11,3,1,480
SIB,20,2,14,2,47534
SIB,20,12,26,2,26368
SIB,20,1,8,3,8086
SIB,20,10,9,6,934
SIB,20,2,24,1,974
SIB,20,8,8,5,526
SIB,20,1,28,5,2061
SIB,20,7,2,10,124
SIB,20,6,30,10,155
SIB,20,3,20,10,98
SIB,20,8,18,10,150
SIB,20,1,12,6,129
SIB,20,12,21,10,23
SIB,20,10,25,8,110
SIB,20,4,1,4,83
SIB,20,6,14,2,44063
SIB,20,10,25,2,44081
SIB,20,10,21,3,6295
SIB,20,5,7,2,38329
SIB,20,6,8,5,1654
SIB,20,1,31,5,2049
SIB,20,1,29,5,1912
SIB,20,12,26,3,1164
SIB,20,2,19,9,1299
SIB,20,6,3,8,521
SIB,20,7,14,5,1608
SIB,20,11,10,1,1682
SIB,20,2,18,8,563
SIB,20,8,12,5,1847
SIB,20,3,5,4,424
SIB,20,11,27,4,326
SIB,20,2,25,1,1023
SIB,20,6,20,10,193
SIB,20,6,21,8,128
SIB,20,2,28,8,477
SIB,20,6,7,10,16
SIB,20,6,14,4,93
SIB,20,10,20,2,30112
SIB,20,12,2,2,14774
SIB,20,11,19,2,44233
SIB,20,9,21,1,747
SIB,20,4,22,3,3031
SIB,20,6,17,10,494
SIB,20,1,3,8,504
SIB,20,3,6,1,1549
SIB,20,4,14,8,461
SIB,20,5,5,9,1075
SIB,20,6,21,1,236
SIB,20,5,14,10,266
SIB,20,6,15,8,374
SIB,20,7,30,12,26
SIB,20,11,30,4,87
SIB,20,11,10,10,231
SIB,20,8,30,1,320
SIB,20,10,2,9,614
SIB,20,11,16,10,128
SIB,20,10,16,13,41
SIB,20,2,4,7,173
SIB,20,9,5,7,24
SIB,20,10,29,4,88
SIB,20,8,20,13,9
SIB,20,4,25,2,29443
SIB,20,8,25,2,42234
SIB,20,4,13,3,3593
SIB,20,6,20,3,5006
SIB,20,4,1,5,1266
SIB,20,9,30,10,151
SIB,20,7,13,13,58
SIB,20,12,25,4,24
SIB,20,9,16,1,814
SIB,20,2,10,6,923
SIB,20,12,2,7,102
SIB,20,3,7,9,518
SIB,20,11,15,9,224
SIB,20,1,24,10,167
SIB,20,4,25,13,114
SIB,20,1,5,5,525
SIB,20,6,3,11,74
SIB,20,9,24,12,23
SIB,20,12,19,7,5
SIB,20,2,10,13,11
SIB,20,4,7,2,28976
SIB,20,12,15,5,1251
SIB,20,11,19,3,7754
SIB,20,3,17,3,7454
SIB,20,7,11,5,670
SIB,20,12,24,8,84
SIB,20,5,11,7,253
SIB,20,11,13,9,97
SIB,20,4,17,11,41
SIB,20,3,11,9,1232
SIB,20,1,13,9,1198
SIB,20,4,7,9,956
SIB,20,1,18,3,3976
SIB,20,4,29,3,6147
SIB,20,1,30,6,1157
SIB,20,10,4,9,271
SIB,20,5,17,8,163
SIB,20,7,1,1,1572
SIB,20,11,17,7,194
SIB,20,9,13,5,523
SIB,20,3,24,7,67
SIB,20,10,18,5,558
SIB,20,6,9,9,1011
SIB,20,5,22,10,270
SIB,20,7,19,5,454
SIB,20,7,20,10,233
SIB,20,3,16,4,289
SIB,20,5,11,4,184
SIB,20,6,30,4,203
SIB,20,11,28,12,9
SIB,20,3,6,7,431
SIB,20,3,24,5,1519
SIB,20,8,1,3,5628
SIB,20,1,27,9,1240
SIB,20,3,5,5,1999
SIB,20,6,12,7,367
SIB,20,12,7,1,655
SIB,20,4,12,3,1537
SIB,20,7,30,4,197
SIB,20,3,17,9,1091
SIB,20,11,16,5,1763
SIB,20,6,13,9,534
SIB,20,5,21,10,345
SIB,20,6,9,10,515
SIB,20,11,4,1,755
SIB,20,8,8,8,165
SIB,20,8,21,8,519
SIB,20,8,8,9,214
SIB,20,3,27,10,54
SIB,20,12,2,10,69
SIB,20,6,7,9,249
SIB,20,7,9,12,72
SIB,20,12,5,4,120
SIB,20,7,20,11,42
SIB,20,2,8,1,147
SIB,20,8,24,2,45465
SIB,20,10,13,2,32095
SIB,20,10,4,2,53070
SIB,20,7,25,3,5733
SIB,20,2,6,2,44090
SIB,20,3,7,2,57328
SIB,20,2,8,3,5487
SIB,20,11,7,3,5131
SIB,20,4,22,7,620
SIB,20,2,3,2,48450
SIB,20,2,17,3,7065
SIB,20,5,25,8,206
SIB,20,10,2,3,6915
SIB,20,7,1,5,1707
SIB,20,8,17,5,1863
SIB,20,6,16,8,510
SIB,20,9,30,1,909
SIB,20,7,17,9,817
SIB,20,6,4,11,95
SIB,20,1,28,1,543
SIB,20,9,19,6,332
SIB,20,6,21,5,378
SIB,20,7,12,5,431
SIB,20,11,3,10,80
SIB,20,8,31,8,436
SIB,20,6,26,8,527
SIB,20,12,13,8,50
SIB,20,1,5,8,149
SIB,20,2,12,10,83
SIB,20,9,4,12,11
SIB,20,11,14,13,4
SIB,20,7,3,13,39
SIB,20,8,20,2,48865
SIB,20,11,13,2,28820
SIB,20,11,25,2,43983
SIB,20,1,24,1,1385
SIB,20,10,23,3,6816
SIB,20,4,30,5,1537
SIB,20,6,7,6,118
SIB,20,3,7,4,331
SIB,20,9,3,1,789
SIB,20,9,4,10,86
SIB,20,2,20,11,88
SIB,20,10,16,1,246
SIB,20,6,13,4,94
SIB,20,6,19,13,40
SIB,20,12,4,7,284
SIB,20,8,2,7,45
SIB,20,7,21,13,65
SIB,20,11,9,7,215
SIB,20,1,24,2,46100
SIB,20,11,16,6,943
SIB,20,4,17,3,4747
SIB,20,3,10,4,383
SIB,20,7,24,5,1435
SIB,20,6,2,1,446
SIB,20,9,1,8,422
SIB,20,9,12,8,275
SIB,20,11,1,3,2812
SIB,20,5,13,6,880
SIB,20,2,25,10,115
SIB,20,1,22,4,420
SIB,20,8,17,7,130
SIB,20,6,12,13,53
SIB,20,6,20,4,80
SIB,20,10,31,1,266
SIB,20,6,16,10,434
SIB,20,12,10,2,41969
SIB,20,7,6,2,40508
SIB,20,2,28,1,833
SIB,20,2,4,6,1087
SIB,20,6,19,9,1136
SIB,20,6,6,10,80
SIB,20,6,19,6,1051
SIB,20,7,15,9,817
SIB,20,8,13,10,207
SIB,20,9,29,11,34
SIB,20,2,15,1,166
SIB,20,11,12,8,77
SIB,20,4,26,8,120
SIB,20,2,19,4,372
SIB,20,1,25,5,694
SIB,20,5,20,11,67
SIB,20,8,13,11,79
SIB,20,1,1,11,23
SIB,20,6,5,12,41
SIB,20,8,27,4,216
SIB,20,9,26,2,53986
SIB,20,3,14,2,51549
SIB,20,9,11,5,1929
SIB,20,10,19,6,1058
SIB,20,2,18,6,1037
SIB,20,11,13,8,103
SIB,20,10,16,6,527
SIB,20,7,22,11,82
SIB,20,10,22,10,235
SIB,20,11,5,11,44
SIB,20,9,27,6,129
SIB,20,1,26,6,116
SIB,20,10,6,4,261
SIB,20,11,3,12,8
SIB,20,9,10,13,147
SIB,20,11,30,11,9
SIB,20,5,30,2,44647
SIB,20,2,1,2,57558
SIB,20,6,18,2,43256
SIB,20,11,16,2,40513
SIB,20,11,6,2,45218
SIB,20,8,19,1,450
SIB,20,7,2,8,429
SIB,20,8,11,5,1942
SIB,20,8,15,1,141
SIB,20,3,31,6,607
SIB,20,7,14,11,48
SIB,20,2,18,10,120
SIB,20,2,26,6,1140
SIB,20,9,27,4,119
SIB,20,9,23,8,473
SIB,20,3,8,5,526
SIB,20,2,16,6,128
SIB,20,7,26,9,227
SIB,20,10,10,9,561
SIB,20,12,12,9,33
SIB,20,12,11,11,52
SIB,20,12,18,8,66
SIB,20,5,27,13,45
SIB,20,9,28,2,39102
SIB,20,8,16,2,45967
SIB,20,7,18,8,258
SIB,20,5,14,4,139
SIB,20,5,7,9,890
SIB,20,4,15,8,398
SIB,20,5,30,1,135
SIB,20,3,24,6,723
SIB,20,5,26,10,192
SIB,20,5,11,1,664
SIB,20,5,23,7,112
SIB,20,12,23,9,172
SIB,20,10,20,8,248
SIB,20,10,24,7,130
SIB,20,12,23,8,158
SIB,20,6,26,5,1853
SIB,20,7,24,2,40898
SIB,20,6,21,3,3353
SIB,20,9,24,3,8957
SIB,20,6,12,3,7636
SIB,20,5,27,9,1177
SIB,20,1,14,3,8235
SIB,20,12,16,3,5723
SIB,20,4,17,4,124
SIB,20,9,4,5,1692
SIB,20,7,15,7,636
SIB,20,7,15,10,377
SIB,20,4,10,11,35
SIB,20,1,2,4,364
SIB,20,3,19,1,120
SIB,20,11,3,8,557
SIB,20,11,20,10,131
SIB,20,8,25,11,55
SIB,20,7,24,9,671
SIB,20,3,13,4,317
SIB,20,10,18,4,163
SIB,20,9,4,4,217
SIB,20,1,11,1,186
SIB,20,4,13,8,297
SIB,20,9,27,9,245
SIB,20,7,29,4,184
SIB,20,5,3,4,70
SIB,20,7,5,7,55
SIB,20,7,2,11,55
SIB,20,1,21,11,70
SIB,20,10,15,2,41888
SIB,20,8,17,2,46138
SIB,20,9,1,3,7180
SIB,20,9,22,2,46057
SIB,20,4,14,7,30
SIB,20,1,13,5,1928
SIB,20,6,17,7,600
SIB,20,6,12,5,1730
SIB,20,11,25,5,1950
SIB,20,8,20,9,1300
SIB,20,9,23,5,1814
SIB,20,7,3,7,180
SIB,20,4,26,5,276
SIB,20,11,20,6,1026
SIB,20,10,11,8,145
SIB,20,6,9,8,436
SIB,20,7,10,4,249
SIB,20,3,28,5,500
SIB,20,6,25,8,522
SIB,20,1,22,1,592
SIB,20,9,4,7,139
SIB,20,5,15,4,177
SIB,20,1,26,8,172
SIB,20,10,13,11,37
SIB,20,7,13,4,219
SIB,20,6,30,13,64
SIB,20,6,1,11,44
SIB,20,5,12,3,6353
SIB,20,6,7,2,43080
SIB,20,12,10,6,890
SIB,20,11,30,5,750
SIB,20,8,21,6,1163
SIB,20,3,5,6,1173
SIB,20,12,1,4,384
SIB,20,9,25,4,235
SIB,20,7,8,4,249
SIB,20,10,5,11,55
SIB,20,7,14,12,48
SIB,20,5,28,7,239
SIB,20,5,15,10,322
SIB,20,6,24,12,21
SIB,20,8,24,5,1860
SIB,20,11,17,5,2070
SIB,20,1,6,3,7660
SIB,20,1,13,7,317
SIB,20,3,8,4,326
SIB,20,6,23,8,512
SIB,20,11,6,4,259
SIB,20,12,28,9,117
SIB,20,3,18,6,1037
SIB,20,8,26,8,509
SIB,20,5,5,1,400
SIB,20,9,18,13,39
SIB,20,4,16,9,899
SIB,20,12,9,11,27
SIB,20,10,20,10,188
SIB,20,7,12,10,69
SIB,20,6,8,4,191
SIB,20,8,24,12,13
SIB,20,9,13,11,19
SIB,20,9,24,2,46537
SIB,20,11,2,5,1826
SIB,20,12,30,3,4074
SIB,20,2,27,1,822
SIB,20,8,18,5,1817
SIB,20,6,28,8,159
SIB,20,2,17,7,56
SIB,20,1,21,4,427
SIB,20,2,27,8,564
SIB,20,10,23,4,198
SIB,20,12,17,3,1162
SIB,20,10,27,4,168
SIB,20,1,3,1,327
SIB,20,1,26,9,240
SIB,20,8,27,2,42903
SIB,20,6,29,3,7940
SIB,20,11,9,1,862
SIB,20,1,18,4,319
SIB,20,3,24,9,1152
SIB,20,5,3,3,2409
SIB,20,4,27,5,947
SIB,20,11,25,9,1219
SIB,20,12,29,8,88
SIB,20,8,28,12,21
SIB,20,7,11,13,41
SIB,20,5,6,11,56
SIB,20,7,4,9,136
SIB,20,9,17,8,212
SIB,20,9,4,11,36
SIB,20,12,14,7,35
SIB,20,3,20,13,5
SIB,20,2,4,3,8611
SIB,20,4,28,6,677
SIB,20,3,17,6,1052
SIB,20,5,6,5,1389
SIB,20,4,21,9,991
SIB,20,5,13,9,1283
SIB,20,3,12,1,1427
SIB,20,6,18,10,563
SIB,20,8,20,7,204
SIB,20,2,4,8,569
SIB,20,1,2,11,66
SIB,20,10,24,8,222
SIB,20,10,18,1,352
SIB,20,5,2,1,56
SIB,20,2,4,12,15
SIB,20,6,2,2,41125
SIB,20,11,16,3,7490
SIB,20,10,22,1,1359
SIB,20,9,16,9,1134
SIB,20,11,20,9,1253
SIB,20,2,4,5,2026
SIB,20,3,31,9,1065
SIB,20,10,2,8,365
SIB,20,11,18,10,112
SIB,20,8,14,6,1096
SIB,20,1,30,7,189
SIB,20,10,20,6,440
SIB,20,6,7,1,229
SIB,20,7,9,7,235
SIB,20,11,5,10,159
SIB,20,1,30,10,90
SIB,20,1,29,13,17
SIB,20,6,6,7,58
SIB,20,3,29,3,1394
SIB,20,8,13,2,43222
SIB,20,12,11,2,42145
SIB,20,7,20,2,37294
SIB,20,9,18,3,8424
SIB,20,12,7,9,1321
SIB,20,3,27,5,1411
SIB,20,9,10,3,6580
SIB,20,1,27,3,7950
SIB,20,11,11,5,1233
SIB,20,9,18,5,1816
SIB,20,6,22,1,918
SIB,20,1,12,4,292
SIB,20,10,6,6,1086
SIB,20,6,5,1,746
SIB,20,7,30,1,891
SIB,20,5,28,6,960
SIB,20,8,26,1,398
SIB,20,5,21,13,16
SIB,20,4,18,9,372
SIB,20,6,11,8,520
SIB,20,2,7,4,423
SIB,20,12,10,8,437
SIB,20,11,18,9,1198
SIB,20,2,24,7,206
SIB,20,9,17,10,57
SIB,20,6,3,13,38
SIB,20,6,30,7,214
SIB,20,8,1,1,101
SIB,20,11,15,1,171
SIB,20,12,23,7,39
SIB,20,4,30,12,5
SIB,20,11,30,13,7
SIB,20,8,10,13,23
SIB,20,1,12,7,26
SIB,20,9,22,12,16
SIB,20,3,23,4,111
SIB,20,3,9,12,21
SIB,20,4,20,10,39
SIB,20,12,18,9,104
SIB,20,12,17,4,22
SIB,20,7,12,13,48
SIB,20,12,5,7,17
SIB,20,10,24,12,22
SIB,20,10,25,10,25
SIB,20,5,11,11,32
SIB,20,11,5,13,38
SIB,20,2,12,12,7
SIB,20,9,11,11,43
SIB,20,5,9,13,53
SIB,20,8,28,13,28
SIB,20,10,7,13,10
SIB,20,4,23,13,2
SIB,20,10,18,12,9
SIB,20,4,24,7,65
SIB,20,11,1,13,6
SIB,20,7,7,13,53
SIB,20,4,28,12,7
SIB,20,1,24,13,25
SIB,20,2,14,12,16
SIB,20,4,18,1,24
SIB,20,8,24,11,45
SIB,20,10,20,11,29
SIB,20,11,14,4,185
SIB,20,5,23,11,10
SIB,20,10,30,12,3
SIB,20,9,2,10,78
SIB,20,7,2,13,35
SIB,20,11,7,11,32
SIB,20,6,13,13,17
SIB,20,3,23,1,70
SIB,20,12,11,12,49
SIB,20,10,21,13,82
SIB,20,10,24,11,13
SIB,20,3,22,11,20
SIB,20,3,6,11,48
SIB,20,10,9,11,52
SIB,20,7,18,10,67
SIB,20,12,1,12,51
SIB,20,7,24,13,47
SIB,20,11,28,7,37
SIB,20,12,31,4,68
SIB,20,12,18,7,15
SIB,20,8,5,12,9
SIB,20,10,26,10,9
SIB,20,12,3,13,9
SIB,20,11,8,13,11
SIB,20,1,7,13,9
SIB,20,5,26,11,49
SIB,20,2,8,11,27
SIB,20,4,15,4,75
SIB,20,11,22,13,14
SIB,20,10,13,13,25
SIB,20,4,17,13,2
SIB,20,11,16,13,42
SIB,20,4,7,10,37
SIB,20,11,2,13,10
SIB,20,12,26,7,2
SIB,20,3,23,7,41
SIB,20,2,11,11,71
SIB,20,3,15,6,133
SIB,20,3,16,13,24
SIB,20,5,30,7,80
SIB,20,11,1,4,84
SIB,20,4,7,7,30
SIB,20,10,7,12,10
SIB,20,11,14,10,12
SIB,20,12,24,9,94
SIB,20,2,1,7,23
SIB,20,6,21,11,17
SIB,20,6,16,13,42
SIB,20,6,14,12,10
SIB,20,11,28,10,25
SIB,20,5,12,13,26
SIB,20,1,6,10,123
SIB,20,9,25,13,26
SIB,20,8,29,8,84
SIB,20,4,4,7,4
SIB,20,2,3,12,10
SIB,20,6,6,11,44
SIB,20,4,4,1,14
SIB,20,11,13,4,82
SIB,20,10,17,12,15
SIB,20,11,19,13,15
SIB,20,6,10,12,21
SIB,20,5,9,11,33
SIB,20,2,28,10,98
SIB,20,4,1,10,50
SIB,20,10,22,13,73
SIB,20,4,13,11,34
SIB,20,12,3,7,164
SIB,20,12,27,6,28
SIB,20,12,9,10,79
SIB,20,8,4,13,11
SIB,20,1,29,12,18
SIB,20,12,14,12,7
SIB,20,10,10,11,36
SIB,20,12,4,13,55
SIB,20,10,14,13,7
SIB,20,8,5,11,42
SIB,20,3,14,11,33
SIB,20,4,28,10,36
SIB,20,5,29,13,64
SIB,20,3,29,6,58
SIB,20,11,19,12,15
SIB,20,2,12,4,139
SIB,20,1,28,13,12
SIB,20,3,7,10,55
SIB,20,11,6,13,39
SIB,20,6,19,12,13
SIB,20,1,10,11,62
SIB,20,9,3,12,17
SIB,20,3,19,11,74
SIB,20,8,1,10,25
SIB,20,7,15,11,54
SIB,20,10,21,11,24
SIB,20,5,7,11,57
SIB,20,2,9,10,6
SIB,20,6,10,13,44
SIB,20,8,17,12,11
SIB,20,8,15,13,5
SIB,20,6,9,13,48
SIB,20,11,23,13,47
SIB,20,1,9,13,7
SIB,20,12,1,11,74
SIB,20,6,14,13,31
SIB,20,10,12,7,17
SIB,20,9,19,10,33
SIB,20,10,8,11,38
SIB,20,3,4,11,78
SIB,20,10,28,8,145
SIB,20,11,13,11,11
SIB,20,9,21,4,253
SIB,20,7,27,12,39
SIB,20,12,17,9,49
SIB,20,7,3,12,7
SIB,20,2,18,12,20
SIB,20,4,19,11,26
SIB,20,9,27,10,11
SIB,20,4,9,4,65
SIB,20,10,27,13,27
SIB,20,1,2,12,6
SIB,20,6,7,13,14
SIB,20,3,25,1,43
SIB,20,8,15,12,4
SIB,20,8,9,11,23
SIB,20,2,3,10,107
SIB,20,3,9,11,39
SIB,20,1,26,10,8
SIB,20,12,17,7,8
SIB,20,2,18,13,18
SIB,20,6,22,12,15
SIB,20,8,10,12,30
SIB,20,8,3,13,21
SIB,20,1,27,13,14
SIB,20,9,2,13,16
SIB,20,12,27,1,24
SIB,20,3,22,1,16
SIB,20,1,1,10,5
SIB,20,8,17,13,12
SIB,20,8,30,12,2
SIB,20,11,4,13,13
SIB,20,6,26,13,43
SIB,20,3,10,13,15
SIB,20,12,25,5,37
SIB,20,12,16,11,27
SIB,20,3,1,10,4
SIB,20,4,18,10,4
SIB,20,5,17,4,47
SIB,20,12,27,9,11
SIB,20,3,18,13,8
SIB,20,12,13,6,10
SIB,20,10,31,13,7
SIB,20,4,24,12,10
SIB,20,6,23,12,20
SIB,20,11,29,7,3
SIB,20,5,25,7,8
SIB,20,4,12,11,15
SIB,20,9,1,12,23
SIB,20,5,15,12,36
SIB,20,2,23,7,25
SIB,20,3,31,12,2
SIB,20,2,23,11,15
SIB,20,1,26,11,16
SIB,20,5,24,12,14
SIB,20,3,14,7,25
SIB,20,10,26,7,46
SIB,20,2,10,12,12
SIB,20,10,16,12,9
SIB,20,11,22,11,15
SIB,20,3,8,13,4
SIB,20,11,9,13,9
SIB,20,3,9,13,18
SIB,20,12,10,13,21
SIB,20,10,11,7,7
SIB,20,1,11,7,34
SIB,20,11,13,13,10
SIB,20,1,10,13,12
SIB,20,4,16,11,58
SIB,20,8,6,12,14
SIB,20,10,3,13,13
SIB,20,5,4,13,9
SIB,20,2,19,13,11
SIB,20,2,9,11,14
SIB,20,5,28,13,40
SIB,20,11,4,12,13
SIB,20,1,31,12,11
SIB,20,11,8,12,17
SIB,20,4,20,13,4
SIB,20,8,23,11,21
SIB,20,5,23,12,9
SIB,20,2,3,13,16
SIB,20,12,27,11,1
SIB,20,7,18,13,12
SIB,20,9,20,13,8
SIB,20,5,1,13,9
SIB,20,3,25,13,4
SIB,20,11,26,10,6
SIB,20,5,8,12,6
SIB,20,8,19,12,17
SIB,20,9,28,13,17
SIB,20,9,13,7,4
SIB,20,11,9,12,22
SIB,20,5,1,12,14
SIB,20,8,26,12,7
SIB,20,12,12,7,4
SIB,20,4,6,13,7
SIB,20,4,22,11,36
SIB,20,4,15,13,12
SIB,20,6,13,12,7
SIB,20,3,7,12,2
SIB,20,10,28,13,16
SIB,20,11,28,13,9
SIB,20,1,1,7,9
SIB,20,5,26,13,22
SIB,20,1,12,12,3
SIB,20,3,20,12,11
SIB,20,11,21,12,3
SIB,20,8,1,12,3
SIB,20,11,1,10,4
SIB,20,6,21,13,9
SIB,20,1,13,13,16
SIB,20,12,18,13,2
SIB,20,12,18,10,18
SIB,20,12,6,10,2
SIB,20,12,22,12,5
SIB,20,9,7,11,26
SIB,20,10,6,13,8
SIB,20,11,8,11,11
SIB,20,12,8,13,8
SIB,20,3,19,13,2
SIB,20,1,10,12,13
SIB,20,10,26,12,1
SIB,20,10,5,13,4
SIB,20,4,3,12,2
SIB,20,12,19,10,3
SIB,20,4,26,10,3
SIB,20,10,15,12,22
SIB,20,3,27,12,2
SIB,20,10,10,10,9
SIB,20,4,20,12,2
SIB,20,12,5,12,1
SIB,20,10,25,12,9
SIB,20,8,29,12,3
SIB,20,8,23,10,1
SIB,20,6,21,12,6
SIB,20,9,20,12,3
SIB,20,2,12,13,7
SIB,20,10,18,10,18
SIB,20,12,13,7,2
SIB,20,1,11,13,4
SIB,20,5,13,13,4
SIB,20,3,16,12,11
SIB,20,12,7,13,8
SIB,20,1,19,7,3
SIB,20,4,9,13,4
SIB,20,2,16,10,1
SIB,20,12,25,6,9
SIB,20,3,23,13,2
SIB,20,9,6,13,4
SIB,20,8,5,13,14
SIB,20,8,2,12,4
SIB,20,11,12,11,6
SIB,20,4,17,12,1
SIB,20,12,29,12,2
SIB,20,2,16,7,9
SIB,20,4,2,13,2
SIB,20,1,21,13,4
SIB,20,9,27,12,3
SIB,20,1,5,10,3
SIB,20,3,30,12,3
SIB,20,5,25,12,6
SIB,20,4,4,12,1
SIB,20,12,16,12,6
SIB,20,12,30,11,2
SIB,20,12,29,11,2
SIB,20,2,1,12,1
SIB,20,11,29,13,4
SIB,20,9,7,7,1
SIB,20,12,9,13,3
SIB,20,2,23,12,3
SIB,20,2,8,12,2
SIB,20,11,11,12,3
SIB,20,4,19,10,2
SIB,20,3,23,12,1
SIB,20,4,6,12,1
SIB,20,4,10,13,2
SIB,20,12,20,7,4
SIB,20,9,13,12,1
SIB,20,2,15,12,2
SIB,20,12,13,11,1
