direction,year,month,day,class,class_count,year_month_day,pre_post_bool,month_day
QB,22,1,8,1,48,220108,0,108
QB,22,1,8,12,2,220108,0,108
QB,22,1,9,2,34257,220109,0,109
QB,22,1,9,10,83,220109,0,109
QB,22,1,9,7,21,220109,0,109
QB,22,1,9,9,453,220109,0,109
QB,22,1,9,5,498,220109,0,109
QB,22,1,9,4,216,220109,0,109
QB,22,1,9,1,33,220109,0,109
QB,22,1,9,6,127,220109,0,109
QB,22,1,9,3,2581,220109,0,109
QB,22,1,9,13,1,220109,0,109
QB,22,1,9,8,141,220109,0,109
QB,22,1,9,11,6,220109,0,109
QB,22,1,10,13,4,220110,0,110
QB,22,1,10,7,93,220110,0,110
QB,22,1,10,2,33951,220110,0,110
QB,22,1,10,3,5895,220110,0,110
QB,22,1,10,11,29,220110,0,110
QB,22,1,10,10,223,220110,0,110
QB,22,1,10,1,80,220110,0,110
QB,22,1,10,12,1,220110,0,110
QB,22,1,10,9,1558,220110,0,110
QB,22,1,10,6,732,220110,0,110
QB,22,1,10,8,379,220110,0,110
QB,22,1,10,5,1770,220110,0,110
QB,22,1,10,4,268,220110,0,110
QB,22,1,11,13,8,220111,0,111
QB,22,1,11,4,310,220111,0,111
QB,22,1,11,9,1641,220111,0,111
QB,22,1,11,6,831,220111,0,111
QB,22,1,11,10,210,220111,0,111
QB,22,1,11,2,33041,220111,0,111
QB,22,1,11,8,451,220111,0,111
QB,22,1,11,3,5390,220111,0,111
QB,22,1,11,12,1,220111,0,111
QB,22,1,11,7,115,220111,0,111
QB,22,1,11,1,68,220111,0,111
QB,22,1,11,5,1780,220111,0,111
QB,22,1,11,11,51,220111,0,111
QB,22,1,12,1,85,220112,0,112
QB,22,1,12,8,474,220112,0,112
QB,22,1,12,11,41,220112,0,112
QB,22,1,12,3,6065,220112,0,112
QB,22,1,12,13,3,220112,0,112
QB,22,1,12,5,1766,220112,0,112
QB,22,1,12,12,1,220112,0,112
QB,22,1,12,2,34172,220112,0,112
QB,22,1,12,10,227,220112,0,112
QB,22,1,12,9,1620,220112,0,112
QB,22,1,12,6,831,220112,0,112
QB,22,1,12,4,270,220112,0,112
QB,22,1,12,7,140,220112,0,112
QB,22,1,13,13,6,220113,0,113
QB,22,1,13,7,83,220113,0,113
QB,22,1,13,6,851,220113,0,113
QB,22,1,13,10,212,220113,0,113
QB,22,1,13,3,6500,220113,0,113
QB,22,1,13,9,1644,220113,0,113
QB,22,1,13,2,34962,220113,0,113
QB,22,1,13,4,270,220113,0,113
QB,22,1,13,11,49,220113,0,113
QB,22,1,13,1,62,220113,0,113
QB,22,1,13,5,1874,220113,0,113
QB,22,1,13,8,519,220113,0,113
QB,22,1,14,6,795,220114,0,114
QB,22,1,14,2,35074,220114,0,114
QB,22,1,14,3,5491,220114,0,114
QB,22,1,14,11,40,220114,0,114
QB,22,1,14,7,119,220114,0,114
QB,22,1,14,4,272,220114,0,114
QB,22,1,14,9,1437,220114,0,114
QB,22,1,14,12,2,220114,0,114
QB,22,1,14,13,4,220114,0,114
QB,22,1,14,1,94,220114,0,114
QB,22,1,14,8,461,220114,0,114
QB,22,1,14,10,209,220114,0,114
QB,22,1,14,5,1653,220114,0,114
QB,22,1,15,10,10,220115,0,115
QB,22,1,15,2,37403,220115,0,115
QB,22,1,15,11,19,220115,0,115
QB,22,1,15,8,290,220115,0,115
QB,22,1,15,6,333,220115,0,115
QB,22,1,15,13,1,220115,0,115
QB,22,1,15,1,54,220115,0,115
QB,22,1,15,9,737,220115,0,115
QB,22,1,15,7,19,220115,0,115
QB,22,1,15,3,3385,220115,0,115
QB,22,1,15,4,239,220115,0,115
QB,22,1,15,5,844,220115,0,115
QB,22,1,16,9,395,220116,0,116
QB,22,1,16,10,2,220116,0,116
QB,22,1,16,7,2,220116,0,116
QB,22,1,16,8,131,220116,0,116
QB,22,1,16,3,2510,220116,0,116
QB,22,1,16,5,440,220116,0,116
QB,22,1,16,11,4,220116,0,116
QB,22,1,16,2,35994,220116,0,116
QB,22,1,16,6,144,220116,0,116
QB,22,1,16,13,1,220116,0,116
QB,22,1,16,4,306,220116,0,116
QB,22,1,16,1,27,220116,0,116
QB,22,1,17,5,1243,220117,0,117
QB,22,1,17,13,3,220117,0,117
QB,22,1,17,9,991,220117,0,117
QB,22,1,17,6,503,220117,0,117
QB,22,1,17,12,2,220117,0,117
QB,22,1,17,4,233,220117,0,117
QB,22,1,17,1,49,220117,0,117
QB,22,1,17,3,4514,220117,0,117
QB,22,1,17,10,58,220117,0,117
QB,22,1,17,2,30528,220117,0,117
QB,22,1,17,8,210,220117,0,117
QB,22,1,17,7,29,220117,0,117
QB,22,1,17,11,23,220117,0,117
QB,22,1,18,10,154,220118,0,118
QB,22,1,18,13,2,220118,0,118
QB,22,1,18,2,34004,220118,0,118
QB,22,1,18,4,267,220118,0,118
QB,22,1,18,9,1529,220118,0,118
QB,22,1,18,7,79,220118,0,118
QB,22,1,18,3,5345,220118,0,118
QB,22,1,18,12,2,220118,0,118
QB,22,1,18,1,117,220118,0,118
QB,22,1,18,6,793,220118,0,118
QB,22,1,18,5,1665,220118,0,118
QB,22,1,18,8,481,220118,0,118
QB,22,1,18,11,48,220118,0,118
QB,22,1,19,3,6251,220119,0,119
QB,22,1,19,7,103,220119,0,119
QB,22,1,19,8,478,220119,0,119
QB,22,1,19,1,94,220119,0,119
QB,22,1,19,11,44,220119,0,119
QB,22,1,19,2,35556,220119,0,119
QB,22,1,19,4,269,220119,0,119
QB,22,1,19,5,1964,220119,0,119
QB,22,1,19,12,2,220119,0,119
QB,22,1,19,10,202,220119,0,119
QB,22,1,19,9,1719,220119,0,119
QB,22,1,19,6,903,220119,0,119
QB,22,1,19,13,7,220119,0,119
QB,22,1,20,3,5952,220120,0,120
QB,22,1,20,7,106,220120,0,120
QB,22,1,20,10,140,220120,0,120
QB,22,1,20,6,789,220120,0,120
QB,22,1,20,5,1808,220120,0,120
QB,22,1,20,9,1605,220120,0,120
QB,22,1,20,4,281,220120,0,120
QB,22,1,20,11,42,220120,0,120
QB,22,1,20,13,5,220120,0,120
QB,22,1,20,1,68,220120,0,120
QB,22,1,20,2,33998,220120,0,120
QB,22,1,20,8,458,220120,0,120
QB,22,1,21,3,5525,220121,0,121
QB,22,1,21,11,42,220121,0,121
QB,22,1,21,2,35259,220121,0,121
QB,22,1,21,10,122,220121,0,121
QB,22,1,21,1,94,220121,0,121
QB,22,1,21,13,4,220121,0,121
QB,22,1,21,8,473,220121,0,121
QB,22,1,21,5,1732,220121,0,121
QB,22,1,21,9,1525,220121,0,121
QB,22,1,21,6,820,220121,0,121
QB,22,1,21,12,2,220121,0,121
QB,22,1,21,7,71,220121,0,121
QB,22,1,21,4,331,220121,0,121
QB,22,1,22,12,1,220122,0,122
QB,22,1,22,6,344,220122,0,122
QB,22,1,22,4,240,220122,0,122
QB,22,1,22,11,25,220122,0,122
QB,22,1,22,3,3543,220122,0,122
QB,22,1,22,8,262,220122,0,122
QB,22,1,22,9,713,220122,0,122
QB,22,1,22,10,11,220122,0,122
QB,22,1,22,5,852,220122,0,122
QB,22,1,22,2,39109,220122,0,122
QB,22,1,22,13,3,220122,0,122
QB,22,1,22,7,17,220122,0,122
QB,22,1,22,1,54,220122,0,122
QB,22,1,23,10,1,220123,0,123
QB,22,1,23,9,399,220123,0,123
QB,22,1,23,12,1,220123,0,123
QB,22,1,23,7,7,220123,0,123
QB,22,1,23,1,33,220123,0,123
QB,22,1,23,5,489,220123,0,123
QB,22,1,23,2,38983,220123,0,123
QB,22,1,23,3,2730,220123,0,123
QB,22,1,23,6,156,220123,0,123
QB,22,1,23,11,16,220123,0,123
QB,22,1,23,4,235,220123,0,123
QB,22,1,23,8,137,220123,0,123
QB,22,1,24,1,50,220124,0,124
QB,22,1,24,13,6,220124,0,124
QB,22,1,24,4,258,220124,0,124
QB,22,1,24,3,6077,220124,0,124
QB,22,1,24,2,35032,220124,0,124
QB,22,1,24,10,227,220124,0,124
QB,22,1,24,12,4,220124,0,124
QB,22,1,24,5,1710,220124,0,124
QB,22,1,24,6,765,220124,0,124
QB,22,1,24,8,366,220124,0,124
QB,22,1,24,11,35,220124,0,124
QB,22,1,24,9,1564,220124,0,124
QB,22,1,24,7,107,220124,0,124
QB,22,1,25,1,79,220125,0,125
QB,22,1,25,6,877,220125,0,125
QB,22,1,25,9,1585,220125,0,125
QB,22,1,25,2,35938,220125,0,125
QB,22,1,25,12,2,220125,0,125
QB,22,1,25,5,1829,220125,0,125
QB,22,1,25,11,52,220125,0,125
QB,22,1,25,10,177,220125,0,125
QB,22,1,25,3,6334,220125,0,125
QB,22,1,25,13,6,220125,0,125
QB,22,1,25,7,127,220125,0,125
QB,22,1,25,8,488,220125,0,125
QB,22,1,25,4,292,220125,0,125
QB,22,1,26,5,1678,220126,0,126
QB,22,1,26,4,337,220126,0,126
QB,22,1,26,3,5881,220126,0,126
QB,22,1,26,8,445,220126,0,126
QB,22,1,26,12,2,220126,0,126
QB,22,1,26,10,145,220126,0,126
QB,22,1,26,9,1592,220126,0,126
QB,22,1,26,6,806,220126,0,126
QB,22,1,26,2,34061,220126,0,126
QB,22,1,26,1,76,220126,0,126
QB,22,1,26,7,63,220126,0,126
QB,22,1,26,13,4,220126,0,126
QB,22,1,26,11,42,220126,0,126
QB,22,1,27,10,163,220127,0,127
QB,22,1,27,3,6099,220127,0,127
QB,22,1,27,5,1840,220127,0,127
QB,22,1,27,8,466,220127,0,127
QB,22,1,27,4,315,220127,0,127
QB,22,1,27,7,98,220127,0,127
QB,22,1,27,2,35836,220127,0,127
QB,22,1,27,1,71,220127,0,127
QB,22,1,27,6,820,220127,0,127
QB,22,1,27,12,1,220127,0,127
QB,22,1,27,9,1585,220127,0,127
QB,22,1,27,11,44,220127,0,127
QB,22,1,27,13,9,220127,0,127
QB,22,1,28,11,35,220128,0,128
QB,22,1,28,10,98,220128,0,128
QB,22,1,28,5,1749,220128,0,128
QB,22,1,28,8,476,220128,0,128
QB,22,1,28,1,71,220128,0,128
QB,22,1,28,9,1439,220128,0,128
QB,22,1,28,4,252,220128,0,128
QB,22,1,28,2,34067,220128,0,128
QB,22,1,28,3,5758,220128,0,128
QB,22,1,28,7,88,220128,0,128
QB,22,1,28,6,793,220128,0,128
QB,22,1,28,13,2,220128,0,128
QB,22,1,28,12,3,220128,0,128
QB,22,1,29,6,169,220129,0,129
QB,22,1,29,3,1056,220129,0,129
QB,22,1,29,1,23,220129,0,129
QB,22,1,29,7,3,220129,0,129
QB,22,1,29,2,14369,220129,0,129
QB,22,1,29,8,61,220129,0,129
QB,22,1,29,5,277,220129,0,129
QB,22,1,29,4,125,220129,0,129
QB,22,1,29,9,163,220129,0,129
QB,22,1,29,10,3,220129,0,129
QB,22,1,29,11,4,220129,0,129
QB,22,1,30,9,370,220130,0,130
QB,22,1,30,2,30554,220130,0,130
QB,22,1,30,7,3,220130,0,130
QB,22,1,30,5,506,220130,0,130
QB,22,1,30,1,22,220130,0,130
QB,22,1,30,3,2328,220130,0,130
QB,22,1,30,11,9,220130,0,130
QB,22,1,30,4,229,220130,0,130
QB,22,1,30,12,1,220130,0,130
QB,22,1,30,8,107,220130,0,130
QB,22,1,30,13,1,220130,0,130
QB,22,1,30,6,170,220130,0,130
QB,22,1,31,11,34,220131,0,131
QB,22,1,31,1,56,220131,0,131
QB,22,1,31,9,1325,220131,0,131
QB,22,1,31,4,293,220131,0,131
QB,22,1,31,13,3,220131,0,131
QB,22,1,31,12,4,220131,0,131
QB,22,1,31,7,82,220131,0,131
QB,22,1,31,6,677,220131,0,131
QB,22,1,31,5,1607,220131,0,131
QB,22,1,31,3,4953,220131,0,131
QB,22,1,31,8,357,220131,0,131
QB,22,1,31,10,197,220131,0,131
QB,22,1,31,2,33344,220131,0,131
QB,22,2,1,12,1,220201,0,201
QB,22,2,1,4,264,220201,0,201
QB,22,2,1,6,819,220201,0,201
QB,22,2,1,3,4926,220201,0,201
QB,22,2,1,7,124,220201,0,201
QB,22,2,1,5,1617,220201,0,201
QB,22,2,1,1,86,220201,0,201
QB,22,2,1,8,454,220201,0,201
QB,22,2,1,10,276,220201,0,201
QB,22,2,1,11,50,220201,0,201
QB,22,2,1,13,5,220201,0,201
QB,22,2,1,2,32256,220201,0,201
QB,22,2,1,9,1472,220201,0,201
QB,22,2,2,8,450,220202,0,202
QB,22,2,2,6,834,220202,0,202
QB,22,2,2,7,139,220202,0,202
QB,22,2,2,5,1667,220202,0,202
QB,22,2,2,3,5611,220202,0,202
QB,22,2,2,10,241,220202,0,202
QB,22,2,2,13,4,220202,0,202
QB,22,2,2,2,33318,220202,0,202
QB,22,2,2,4,243,220202,0,202
QB,22,2,2,11,47,220202,0,202
QB,22,2,2,9,1523,220202,0,202
QB,22,2,2,12,1,220202,0,202
QB,22,2,2,1,98,220202,0,202
QB,22,2,3,2,32972,220203,0,203
QB,22,2,3,10,231,220203,0,203
QB,22,2,3,1,98,220203,0,203
QB,22,2,3,7,112,220203,0,203
QB,22,2,3,5,1679,220203,0,203
QB,22,2,3,6,783,220203,0,203
QB,22,2,3,11,53,220203,0,203
QB,22,2,3,3,5660,220203,0,203
QB,22,2,3,4,285,220203,0,203
QB,22,2,3,8,427,220203,0,203
QB,22,2,3,13,5,220203,0,203
QB,22,2,3,9,1508,220203,0,203
QB,22,2,3,12,1,220203,0,203
QB,22,2,4,1,53,220204,0,204
QB,22,2,4,13,4,220204,0,204
QB,22,2,4,7,94,220204,0,204
QB,22,2,4,11,29,220204,0,204
QB,22,2,4,5,1571,220204,0,204
QB,22,2,4,8,437,220204,0,204
QB,22,2,4,3,5501,220204,0,204
QB,22,2,4,4,276,220204,0,204
QB,22,2,4,6,723,220204,0,204
QB,22,2,4,9,1378,220204,0,204
QB,22,2,4,10,273,220204,0,204
QB,22,2,4,2,33926,220204,0,204
QB,22,2,5,2,39054,220205,0,205
QB,22,2,5,7,78,220205,0,205
QB,22,2,5,5,795,220205,0,205
QB,22,2,5,9,678,220205,0,205
QB,22,2,5,1,38,220205,0,205
QB,22,2,5,13,1,220205,0,205
QB,22,2,5,11,7,220205,0,205
QB,22,2,5,10,176,220205,0,205
QB,22,2,5,8,224,220205,0,205
QB,22,2,5,4,280,220205,0,205
QB,22,2,5,6,344,220205,0,205
QB,22,2,5,3,3487,220205,0,205
QB,22,2,6,8,169,220206,0,206
QB,22,2,6,3,2657,220206,0,206
QB,22,2,6,4,298,220206,0,206
QB,22,2,6,10,4,220206,0,206
QB,22,2,6,1,33,220206,0,206
QB,22,2,6,7,4,220206,0,206
QB,22,2,6,9,432,220206,0,206
QB,22,2,6,5,511,220206,0,206
QB,22,2,6,2,42634,220206,0,206
QB,22,2,6,6,137,220206,0,206
QB,22,2,6,11,11,220206,0,206
QB,22,2,7,8,354,220207,0,207
QB,22,2,7,3,5555,220207,0,207
QB,22,2,7,4,285,220207,0,207
QB,22,2,7,11,26,220207,0,207
QB,22,2,7,9,1375,220207,0,207
QB,22,2,7,10,212,220207,0,207
QB,22,2,7,6,758,220207,0,207
QB,22,2,7,12,1,220207,0,207
QB,22,2,7,5,1607,220207,0,207
QB,22,2,7,13,6,220207,0,207
QB,22,2,7,1,79,220207,0,207
QB,22,2,7,7,76,220207,0,207
QB,22,2,7,2,33975,220207,0,207
QB,22,2,8,9,1573,220208,0,208
QB,22,2,8,4,340,220208,0,208
QB,22,2,8,5,1745,220208,0,208
QB,22,2,8,1,112,220208,0,208
QB,22,2,8,7,85,220208,0,208
QB,22,2,8,2,35691,220208,0,208
QB,22,2,8,12,2,220208,0,208
QB,22,2,8,11,51,220208,0,208
QB,22,2,8,10,230,220208,0,208
QB,22,2,8,8,474,220208,0,208
QB,22,2,8,3,6119,220208,0,208
QB,22,2,8,6,860,220208,0,208
QB,22,2,8,13,6,220208,0,208
QB,22,2,9,5,1781,220209,0,209
QB,22,2,9,12,2,220209,0,209
QB,22,2,9,2,34807,220209,0,209
QB,22,2,9,4,278,220209,0,209
QB,22,2,9,10,231,220209,0,209
QB,22,2,9,11,51,220209,0,209
QB,22,2,9,8,434,220209,0,209
QB,22,2,9,3,6045,220209,0,209
QB,22,2,9,7,133,220209,0,209
QB,22,2,9,13,2,220209,0,209
QB,22,2,9,6,847,220209,0,209
QB,22,2,9,9,1594,220209,0,209
QB,22,2,9,1,77,220209,0,209
QB,22,2,10,9,1530,220210,0,210
QB,22,2,10,5,1735,220210,0,210
QB,22,2,10,2,34027,220210,0,210
QB,22,2,10,11,49,220210,0,210
QB,22,2,10,4,275,220210,0,210
QB,22,2,10,13,5,220210,0,210
QB,22,2,10,3,5754,220210,0,210
QB,22,2,10,8,456,220210,0,210
QB,22,2,10,1,130,220210,0,210
QB,22,2,10,7,97,220210,0,210
QB,22,2,10,10,201,220210,0,210
QB,22,2,10,6,870,220210,0,210
QB,22,2,10,12,1,220210,0,210
QB,22,2,11,8,434,220211,0,211
QB,22,2,11,10,206,220211,0,211
QB,22,2,11,9,1496,220211,0,211
QB,22,2,11,7,113,220211,0,211
QB,22,2,11,4,274,220211,0,211
QB,22,2,11,1,97,220211,0,211
QB,22,2,11,3,5941,220211,0,211
QB,22,2,11,13,6,220211,0,211
QB,22,2,11,2,36154,220211,0,211
QB,22,2,11,6,847,220211,0,211
QB,22,2,11,11,37,220211,0,211
QB,22,2,11,12,2,220211,0,211
QB,22,2,11,5,1656,220211,0,211
QB,22,2,12,10,47,220212,0,212
QB,22,2,12,7,9,220212,0,212
QB,22,2,12,11,24,220212,0,212
QB,22,2,12,6,339,220212,0,212
QB,22,2,12,8,250,220212,0,212
QB,22,2,12,2,40723,220212,0,212
QB,22,2,12,9,679,220212,0,212
QB,22,2,12,1,45,220212,0,212
QB,22,2,12,13,7,220212,0,212
QB,22,2,12,4,166,220212,0,212
QB,22,2,12,5,768,220212,0,212
QB,22,2,12,3,3812,220212,0,212
QB,22,2,13,5,488,220213,0,213
QB,22,2,13,3,2664,220213,0,213
QB,22,2,13,9,383,220213,0,213
QB,22,2,13,11,12,220213,0,213
QB,22,2,13,2,37635,220213,0,213
QB,22,2,13,7,7,220213,0,213
QB,22,2,13,4,266,220213,0,213
QB,22,2,13,6,136,220213,0,213
QB,22,2,13,8,139,220213,0,213
QB,22,2,13,1,39,220213,0,213
QB,22,2,14,11,27,220214,0,214
QB,22,2,14,5,1629,220214,0,214
QB,22,2,14,8,325,220214,0,214
QB,22,2,14,7,108,220214,0,214
QB,22,2,14,9,1390,220214,0,214
QB,22,2,14,10,201,220214,0,214
QB,22,2,14,4,290,220214,0,214
QB,22,2,14,2,35080,220214,0,214
QB,22,2,14,3,5486,220214,0,214
QB,22,2,14,13,4,220214,0,214
QB,22,2,14,6,738,220214,0,214
QB,22,2,14,1,74,220214,0,214
QB,22,2,15,5,1823,220215,0,215
QB,22,2,15,2,35984,220215,0,215
QB,22,2,15,10,206,220215,0,215
QB,22,2,15,9,1553,220215,0,215
QB,22,2,15,4,314,220215,0,215
QB,22,2,15,1,72,220215,0,215
QB,22,2,15,11,48,220215,0,215
QB,22,2,15,7,121,220215,0,215
QB,22,2,15,3,5920,220215,0,215
QB,22,2,15,13,2,220215,0,215
QB,22,2,15,8,488,220215,0,215
QB,22,2,15,6,858,220215,0,215
QB,22,2,15,12,3,220215,0,215
QB,22,2,16,12,5,220216,0,216
QB,22,2,16,6,851,220216,0,216
QB,22,2,16,4,233,220216,0,216
QB,22,2,16,9,1606,220216,0,216
QB,22,2,16,1,92,220216,0,216
QB,22,2,16,8,481,220216,0,216
QB,22,2,16,11,56,220216,0,216
QB,22,2,16,3,6318,220216,0,216
QB,22,2,16,7,133,220216,0,216
QB,22,2,16,13,3,220216,0,216
QB,22,2,16,10,187,220216,0,216
QB,22,2,16,5,1756,220216,0,216
QB,22,2,16,2,35002,220216,0,216
QB,22,2,17,11,49,220217,0,217
QB,22,2,17,7,102,220217,0,217
QB,22,2,17,2,35506,220217,0,217
QB,22,2,17,6,879,220217,0,217
QB,22,2,17,8,449,220217,0,217
QB,22,2,17,9,1616,220217,0,217
QB,22,2,17,3,6504,220217,0,217
QB,22,2,17,13,6,220217,0,217
QB,22,2,17,5,1791,220217,0,217
QB,22,2,17,4,271,220217,0,217
QB,22,2,17,10,188,220217,0,217
QB,22,2,17,1,93,220217,0,217
QB,22,2,18,11,25,220218,0,218
QB,22,2,18,2,36439,220218,0,218
QB,22,2,18,7,92,220218,0,218
QB,22,2,18,5,1517,220218,0,218
QB,22,2,18,1,69,220218,0,218
QB,22,2,18,8,312,220218,0,218
QB,22,2,18,6,742,220218,0,218
QB,22,2,18,3,6061,220218,0,218
QB,22,2,18,9,1131,220218,0,218
QB,22,2,18,13,3,220218,0,218
QB,22,2,18,10,146,220218,0,218
QB,22,2,18,4,259,220218,0,218
QB,22,2,19,11,31,220219,0,219
QB,22,2,19,13,2,220219,0,219
QB,22,2,19,3,4078,220219,0,219
QB,22,2,19,2,47481,220219,0,219
QB,22,2,19,1,68,220219,0,219
QB,22,2,19,7,14,220219,0,219
QB,22,2,19,4,291,220219,0,219
QB,22,2,19,6,343,220219,0,219
QB,22,2,19,5,848,220219,0,219
QB,22,2,19,10,32,220219,0,219
QB,22,2,19,9,695,220219,0,219
QB,22,2,19,8,264,220219,0,219
QB,22,2,20,8,155,220220,0,220
QB,22,2,20,1,33,220220,0,220
QB,22,2,20,2,43233,220220,0,220
QB,22,2,20,13,1,220220,0,220
QB,22,2,20,3,2561,220220,0,220
QB,22,2,20,4,257,220220,0,220
QB,22,2,20,10,4,220220,0,220
QB,22,2,20,5,419,220220,0,220
QB,22,2,20,11,10,220220,0,220
QB,22,2,20,7,3,220220,0,220
QB,22,2,20,9,388,220220,0,220
QB,22,2,20,6,127,220220,0,220
QB,22,2,21,5,1355,220221,0,221
QB,22,2,21,2,37431,220221,0,221
QB,22,2,21,8,317,220221,0,221
QB,22,2,21,1,64,220221,0,221
QB,22,2,21,12,3,220221,0,221
QB,22,2,21,11,26,220221,0,221
QB,22,2,21,6,601,220221,0,221
QB,22,2,21,3,5540,220221,0,221
QB,22,2,21,4,228,220221,0,221
QB,22,2,21,7,62,220221,0,221
QB,22,2,21,10,32,220221,0,221
QB,22,2,21,13,2,220221,0,221
QB,22,2,21,9,1215,220221,0,221
QB,22,2,22,5,1736,220222,0,222
QB,22,2,22,6,794,220222,0,222
QB,22,2,22,13,4,220222,0,222
QB,22,2,22,11,42,220222,0,222
QB,22,2,22,1,71,220222,0,222
QB,22,2,22,9,1540,220222,0,222
QB,22,2,22,3,5966,220222,0,222
QB,22,2,22,10,184,220222,0,222
QB,22,2,22,12,1,220222,0,222
QB,22,2,22,8,472,220222,0,222
QB,22,2,22,7,103,220222,0,222
QB,22,2,22,2,33709,220222,0,222
QB,22,2,22,4,244,220222,0,222
QB,22,2,23,3,5613,220223,0,223
QB,22,2,23,10,185,220223,0,223
QB,22,2,23,11,40,220223,0,223
QB,22,2,23,5,1619,220223,0,223
QB,22,2,23,8,457,220223,0,223
QB,22,2,23,9,1497,220223,0,223
QB,22,2,23,6,872,220223,0,223
QB,22,2,23,12,1,220223,0,223
QB,22,2,23,2,32823,220223,0,223
QB,22,2,23,1,122,220223,0,223
QB,22,2,23,4,237,220223,0,223
QB,22,2,23,7,89,220223,0,223
QB,22,2,23,13,5,220223,0,223
QB,22,2,24,6,901,220224,0,224
QB,22,2,24,12,2,220224,0,224
QB,22,2,24,10,172,220224,0,224
QB,22,2,24,1,92,220224,0,224
QB,22,2,24,9,1593,220224,0,224
QB,22,2,24,13,6,220224,0,224
QB,22,2,24,5,1813,220224,0,224
QB,22,2,24,4,280,220224,0,224
QB,22,2,24,3,6156,220224,0,224
QB,22,2,24,2,35403,220224,0,224
QB,22,2,24,7,114,220224,0,224
QB,22,2,24,11,57,220224,0,224
QB,22,2,24,8,489,220224,0,224
QB,22,2,25,6,652,220225,0,225
QB,22,2,25,11,31,220225,0,225
QB,22,2,25,13,7,220225,0,225
QB,22,2,25,1,86,220225,0,225
QB,22,2,25,12,2,220225,0,225
QB,22,2,25,9,1279,220225,0,225
QB,22,2,25,2,34764,220225,0,225
QB,22,2,25,3,5126,220225,0,225
QB,22,2,25,4,305,220225,0,225
QB,22,2,25,10,125,220225,0,225
QB,22,2,25,5,1532,220225,0,225
QB,22,2,25,8,412,220225,0,225
QB,22,2,25,7,37,220225,0,225
QB,22,2,26,4,360,220226,0,226
QB,22,2,26,5,891,220226,0,226
QB,22,2,26,9,705,220226,0,226
QB,22,2,26,2,48933,220226,0,226
QB,22,2,26,11,28,220226,0,226
QB,22,2,26,1,67,220226,0,226
QB,22,2,26,8,258,220226,0,226
QB,22,2,26,6,340,220226,0,226
QB,22,2,26,13,1,220226,0,226
QB,22,2,26,12,1,220226,0,226
QB,22,2,26,10,37,220226,0,226
QB,22,2,26,3,4281,220226,0,226
QB,22,2,26,7,14,220226,0,226
QB,22,2,27,8,171,220227,0,227
QB,22,2,27,13,1,220227,0,227
QB,22,2,27,6,144,220227,0,227
QB,22,2,27,7,7,220227,0,227
QB,22,2,27,11,9,220227,0,227
QB,22,2,27,3,3129,220227,0,227
QB,22,2,27,4,314,220227,0,227
QB,22,2,27,10,3,220227,0,227
QB,22,2,27,2,46891,220227,0,227
QB,22,2,27,5,561,220227,0,227
QB,22,2,27,1,54,220227,0,227
QB,22,2,27,9,404,220227,0,227
QB,22,2,28,8,370,220228,0,228
QB,22,2,28,12,1,220228,0,228
QB,22,2,28,5,1747,220228,0,228
QB,22,2,28,11,39,220228,0,228
QB,22,2,28,4,288,220228,0,228
QB,22,2,28,1,70,220228,0,228
QB,22,2,28,3,5974,220228,0,228
QB,22,2,28,10,135,220228,0,228
QB,22,2,28,13,10,220228,0,228
QB,22,2,28,9,1417,220228,0,228
QB,22,2,28,6,732,220228,0,228
QB,22,2,28,7,52,220228,0,228
QB,22,2,28,2,35408,220228,0,228
QB,22,3,1,8,442,220301,0,301
QB,22,3,1,5,1839,220301,0,301
QB,22,3,1,7,88,220301,0,301
QB,22,3,1,1,69,220301,0,301
QB,22,3,1,11,57,220301,0,301
QB,22,3,1,3,6572,220301,0,301
QB,22,3,1,10,144,220301,0,301
QB,22,3,1,6,880,220301,0,301
QB,22,3,1,2,35231,220301,0,301
QB,22,3,1,9,1546,220301,0,301
QB,22,3,1,13,4,220301,0,301
QB,22,3,1,4,276,220301,0,301
QB,22,3,1,12,2,220301,0,301
QB,22,3,2,11,61,220302,0,302
QB,22,3,2,5,1775,220302,0,302
QB,22,3,2,2,36367,220302,0,302
QB,22,3,2,1,80,220302,0,302
QB,22,3,2,6,839,220302,0,302
QB,22,3,2,9,1630,220302,0,302
QB,22,3,2,10,130,220302,0,302
QB,22,3,2,7,84,220302,0,302
QB,22,3,2,4,276,220302,0,302
QB,22,3,2,12,2,220302,0,302
QB,22,3,2,8,481,220302,0,302
QB,22,3,2,13,3,220302,0,302
QB,22,3,2,3,6505,220302,0,302
QB,22,3,3,1,78,220303,0,303
QB,22,3,3,2,35821,220303,0,303
QB,22,3,3,8,467,220303,0,303
QB,22,3,3,10,140,220303,0,303
QB,22,3,3,9,1606,220303,0,303
QB,22,3,3,3,6338,220303,0,303
QB,22,3,3,5,1895,220303,0,303
QB,22,3,3,11,58,220303,0,303
QB,22,3,3,13,6,220303,0,303
QB,22,3,3,6,913,220303,0,303
QB,22,3,3,7,133,220303,0,303
QB,22,3,3,4,324,220303,0,303
QB,22,3,4,1,74,220304,0,304
QB,22,3,4,11,48,220304,0,304
QB,22,3,4,5,1824,220304,0,304
QB,22,3,4,2,38050,220304,0,304
QB,22,3,4,4,299,220304,0,304
QB,22,3,4,10,103,220304,0,304
QB,22,3,4,8,442,220304,0,304
QB,22,3,4,6,802,220304,0,304
QB,22,3,4,12,2,220304,0,304
